Turn on the lamp sitting on top of the desk	{"graph_name": "fsm_graph_1007", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "Turn on the lamp sitting on top of the desk", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "sitting on top of the desk"}, "object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}}]}
Carry a basketball while turning on a lamp	{"graph_name": "fsm_graph_1008", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "Carry a basketball", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "a basketball"}, "verb": {"pvf_type": "string", "pvf_example": "Carry"}}, "children": [{"name": "TaToggle", "id": 0}]}, {"name": "TaToggle", "package_name": "ta_toggle", "description": "while turning on a lamp", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "a lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "turning"}}, "parents": [{"name": "TaPickup", "id": 0}]}]}
Turn around turn right walk to the white table walk to the side of the table	{"graph_name": "fsm_graph_1009", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "Turn around", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "Turn"}, "verb": {"pvf_type": "string", "pvf_example": "around"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn right", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 1}], "parents": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to the white table", "id": 0, "effect": "synchronous", "input_parameters": {"location": {"pvf_type": "string", "pvf_example": "to the white table"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 1}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to the side of the table", "id": 1, "effect": "synchronous", "input_parameters": {"location": {"pvf_type": "string", "pvf_example": "to the side of the table"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 1}]}]}
Turn around then turn left walk forward to the door walk to the lamp on the desk	{"graph_name": "fsm_graph_101", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "Turn around", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "around"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "then turn left ", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 1}], "parents": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk forward to the door", "id": 0, "effect": "synchronous", "input_parameters": {"location": {"pvf_type": "string", "pvf_example": "to the door"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 1}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to the lamp on the desk", "id": 1, "effect": "synchronous", "input_parameters": {"location": {"pvf_type": "string", "pvf_example": "to the lamp on the desk"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 1}]}]}
Grab the basketball under the table on the floor	{"graph_name": "fsm_graph_1010", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "Grab the basketball under the table on the floor", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "under the table on the floor"}, "object": {"pvf_type": "string", "pvf_example": "the basketball"}, "verb": {"pvf_type": "string", "pvf_example": "Grab"}}}]}
Turn left walk to the desk by the bed	{"graph_name": "fsm_graph_1011", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "Turn left", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to the desk by the bed", "id": 0, "effect": "synchronous", "input_parameters": {"location": {"pvf_type": "string", "pvf_example": "to the desk by the bed"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 0}]}]}
Turn on the lamp on the desk	{"graph_name": "fsm_graph_1012", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "Turn on the lamp on the desk", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "on the desk"}, "object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}}]}
Grab the basketball under the desk, turn on the lamp on the table	{"graph_name": "fsm_graph_1013", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "Grab the basketball under the desk,", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "under the desk"}, "object": {"pvf_type": "string", "pvf_example": "the basketball"}, "verb": {"pvf_type": "string", "pvf_example": "Grab"}}, "children": [{"name": "TaToggle", "id": 0}]}, {"name": "TaToggle", "package_name": "ta_toggle", "description": "turn on the lamp on the table", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "on the table"}, "object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "parents": [{"name": "TaPickup", "id": 0}]}]}
turn left then walk straight then turn left again and walk to the wall then turn right towards the desk	{"graph_name": "fsm_graph_1014", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn left", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": " then walk straight", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "straight"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 2}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "then turn left again", "id": 2, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaManoeuvre", "id": 3}], "parents": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "and walk to the wall ", "id": 3, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string", "pvf_example": "to the wall"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 4}], "parents": [{"name": "TaManoeuvre", "id": 2}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "then turn right towards the desk", "id": 4, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string", "pvf_example": "towards the desk"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "parents": [{"name": "TaManoeuvre", "id": 3}]}]}
pick up the bowl on the desk	{"graph_name": "fsm_graph_1015", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "pick up the bowl on the desk", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "on the desk"}, "object": {"pvf_type": "string", "pvf_example": "the bowl"}, "verb": {"pvf_type": "string", "pvf_example": "pick up"}}}]}
turn around and walk straight a tiny bit then turn left and walk towards the dresser then turn left towards the window then turn right towards the dresser and look up	{"graph_name": "fsm_graph_1016", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn around ", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "around"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "and walk straight a tiny bit", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "straight"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string", "pvf_example": "a tiny bit"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 2}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": " then turn left ", "id": 2, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaManoeuvre", "id": 3}], "parents": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "and walk towards the dresser", "id": 3, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "towards"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 4}], "parents": [{"name": "TaManoeuvre", "id": 2}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "then turn left towards the window", "id": 4, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string", "pvf_example": "towards the window"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaManoeuvre", "id": 5}], "parents": [{"name": "TaManoeuvre", "id": 3}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "then turn right towards the dresser", "id": 5, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string", "pvf_example": "towards the dresser"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaSurvey", "id": 0}], "parents": [{"name": "TaManoeuvre", "id": 4}]}, {"name": "TaSurvey", "package_name": "ta_survey", "description": "and look up", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "look up"}}, "parents": [{"name": "TaManoeuvre", "id": 5}]}]}
turn the lamp light on	{"graph_name": "fsm_graph_1017", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "turn the lamp light on", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}}]}
pick up a bowl view it in the lamp light on the dresser	{"graph_name": "fsm_graph_1018", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "pick up a bowl", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string"}, "object": {"pvf_type": "string", "pvf_example": "a bowl"}, "verb": {"pvf_type": "string", "pvf_example": "pick up"}}, "children": [{"name": "TaSurvey", "id": 0}]}, {"name": "TaSurvey", "package_name": "ta_survey", "description": "view it in the lamp light on the dresser", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "it"}, "verb": {"pvf_type": "string", "pvf_example": "view"}}, "parents": [{"name": "TaPickup", "id": 0}]}]}
Turn left and walk to the left corner of the white desk.	{"graph_name": "fsm_graph_1019", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "Turn left", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": " and walk to the left corner of the white desk.", "id": 0, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string", "pvf_example": "to the left corner of the white desk"}, "location": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 0}]}]}
Turn on the lamp	{"graph_name": "fsm_graph_102", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "Turn on the lamp", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}}]}
Pick up the bowl from the desk.	{"graph_name": "fsm_graph_1020", "graph_description": "", "umrf_actions": [{"name": "TaPickup", "package_name": "ta_pickup", "description": "Pick up the bowl from the desk.", "id": 0, "effect": "synchronous", "input_parameters": {"locale": {"pvf_type": "string", "pvf_example": "from the desk"}, "object": {"pvf_type": "string", "pvf_example": "the bowl"}, "verb": {"pvf_type": "string", "pvf_example": "Pick up"}}}]}
Turn right and walk to the white dresser on the other side of the room	{"graph_name": "fsm_graph_1021", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "Turn right", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "and walk to the white dresser on the other side of the room", "id": 0, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to the white dresser on the other side of the room"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 0}]}]}
Turn on the lamp that is on the dresser.	{"graph_name": "fsm_graph_1022", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "Turn on the lamp that is on the dresser.", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "Turn"}}}]}
Look at a bowl under the light of a lamp.	{"graph_name": "fsm_graph_1023", "graph_description": "", "umrf_actions": [{"name": "TaSurvey", "package_name": "ta_survey", "description": "Look at a bowl under the light of a lamp.", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "at a bowl"}, "verb": {"pvf_type": "string", "pvf_example": "Look"}}}]}
turn left turn left turn right walk to desk walk to wall walk to desk	{"graph_name": "fsm_graph_1024", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn left", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn left", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 1}], "parents": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn right", "id": 2, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 2}], "parents": [{"name": "TaNavigation", "id": 1}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to desk", "id": 0, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to desk"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 1}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to wall", "id": 1, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to wall"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 2}], "parents": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to desk", "id": 2, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to desk"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 2}]}]}
turn left turn left turn right walk to desk walk to wall walk to desk	{"graph_name": "fsm_graph_1025", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn left", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn left", "id": 1, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "left"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 1}], "parents": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn right", "id": 2, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 2}], "parents": [{"name": "TaNavigation", "id": 1}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to desk", "id": 0, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to desk"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 1}], "parents": [{"name": "TaManoeuvre", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to wall", "id": 1, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to wall"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "children": [{"name": "TaManoeuvre", "id": 2}], "parents": [{"name": "TaManoeuvre", "id": 1}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk to desk", "id": 2, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string"}, "location": {"pvf_type": "string", "pvf_example": "to desk"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 2}]}]}
turn right walk across the room to the dresser	{"graph_name": "fsm_graph_1026", "graph_description": "", "umrf_actions": [{"name": "TaManoeuvre", "package_name": "ta_manoeuvre", "description": "turn right", "id": 0, "effect": "synchronous", "input_parameters": {"direction": {"pvf_type": "string", "pvf_example": "right"}, "distance": {"amount": {"pvf_type": "number"}, "unit": {"pvf_type": "string"}}, "extent": {"pvf_type": "string"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}, "children": [{"name": "TaNavigation", "id": 0}]}, {"name": "TaNavigation", "package_name": "ta_navigation", "description": "walk across the room to the dresser", "id": 0, "effect": "synchronous", "input_parameters": {"extent": {"pvf_type": "string", "pvf_example": "across the room"}, "location": {"pvf_type": "string", "pvf_example": "to the dresser"}, "verb": {"pvf_type": "string", "pvf_example": "walk"}}, "parents": [{"name": "TaManoeuvre", "id": 0}]}]}
turn the lamp on	{"graph_name": "fsm_graph_1027", "graph_description": "", "umrf_actions": [{"name": "TaToggle", "package_name": "ta_toggle", "description": "turn the lamp on", "id": 0, "effect": "synchronous", "input_parameters": {"object": {"pvf_type": "string", "pvf_example": "the lamp"}, "state": {"pvf_type": "string", "pvf_example": "on"}, "verb": {"pvf_type": "string", "pvf_example": "turn"}}}]}
